A.PROJ_NO,A.BLK_NO,A.LTH,A.BTH,A.HGT,A.NET_WGT,WKA_CD,DTL_ARNO_CD,IN_OUT_AREA,A.IA_NOW_P_STG,A.IA_NOW_FNDT,LOGI_CHK_DESC,LOGI_CHK_DT,LOGI_UPLOAD_DT,후공정 대기 기간,AF_CODE_DESC,IA_AF_STDT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,EXP_PRE_OUTFIT_STDT,A.IA_AF_STDT
 SN2456, F422S,7.7,2.7,2.2,4, NA,3, 사내, 중조(MID ASSEMBLY),20240207,,,, -21일, 내업의장,20240202, UA, 전략생산팀(의장그룹)의장3과,,
 SN2456, H110P,18.3,14.3,4.7,44, HZ02,4, 사내, 중국납품운송(IN),20240219,,,, 21일, TURN OVER,20240315,,,,
 SN2456, H110S,18.3,14.3,4.7,44, HZ02,14, 사내, 중국납품운송(IN),20240219,,,, 21일, TURN OVER,20240315,,,,
 SN2456, H120P,20.1,14.2,4.7,48, BNG9,1, 사외, 내업의장,20240216,,,, 4일, TURN OVER,20240227,,,,
 SN2456, H120S,20.1,14.2,4.7,48, BNG9,1, 사외, 내업의장,20240215,,,, 4일, TURN OVER,20240227,,,,
 SN2457, A221P,16.6,10,3.2,27, 2B8,16, 사내, 내업의장,20240219,,,, 5일, 대조립(ASSEMBLY),20240228, FA3, 해)조립부조립2과,,
 SN2457, A221S,16.6,10,3.2,27, 2B8,26, 사내, 내업의장,20240219,,,, 5일, 대조립(ASSEMBLY),20240228, FA3, 해)조립부조립2과,,
 SN2457, A222P,4.5,8.8,2.8,7, 2C9,1, 사내, 내업의장,20240214,,,, 5일, 대조립(ASSEMBLY),20240228, FA3, 해)조립부조립2과,,
 SN2457, A222S,4.5,8.8,2.8,7, 2C9,1, 사내, 내업의장,20240214,,,, 5일, 대조립(ASSEMBLY),20240228, FA3, 해)조립부조립2과,,
 SN2457, B121P,20,15.8,2.2,66, DK1,1, 사외, 내업의장,20240215, 선행의장,20240208,20240208, -1일, 대조립(ASSEMBLY),20240222, 52A, 판넬조립부대조립과,,
 SN2457, B121S,20,15.7,2.2,58, HSG2,1, 사외, 내업의장,20240216, 선행의장,20240213,20240214, -1일, 대조립(ASSEMBLY),20240222, 52B, 판넬조립부대조립과,,
 SN2457, B130P,20.3,18.4,2.2,64, HSG2,1, 사외, 내업의장,20240223, 조립,20240213,20240208, 0일, 올리기(BLOCK LIFT UP),20240227,,,20240223,
 SN2457, B130S,20.3,18.4,2.2,62, HSG2,1, 사외, 내업의장,20240215, 선행의장,20240215,20240219, 5일, 올리기(BLOCK LIFT UP),20240228,,,,
 SN2457, B140P,18.8,24.4,2.2,81, 3L,15, 사내, 내업의장,20240221, 선행의장,20240221,20240222, 5일, 올리기(BLOCK LIFT UP),20240228,,,,
 SN2457, B140S,18.8,24.4,2.2,80, 3L,13, 사내, 대조립(ASSEMBLY),20240216, 선행의장,20240220,20240220, -7일, 내업의장,20240216, 3J, 선행의장부선행의장1과,,
 SN2457, B150P,19.2,24.5,2.2,83, 3M,15, 사내, 대조립(ASSEMBLY),20240220, 조립,20240220,20240220, 5일, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240228,
 SN2457, B150S,19.2,24.4,2.2,81, 판넬조립부, 52BAY,,,, 조립,20240221,20240221, -1일, 선행의장,20240222,,,20240222,
 SN2457, B190P,,,,, 판넬조립부, 52BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2457, B190S,19.7,15.9,2.4,1, 판넬조립부, 52BAY,,,, 조립,20240221,20240221, -1일, 선행의장,20240222,,,20240222,
 SN2457, D290S,16,22,4.3,56, 3A,14, 사내, 대조립(ASSEMBLY),20240219,,,, -1일, 내업의장,20240222, SKA, 건화공업(성포),,
 SN2457, E11GC,16,41.2,7.6,0, 2B7,13, 사내, PE(PRE-ERECTION),20240306,,,, 17일, UNIT 의장,20240311, Z, 구매공통작업장,,
 SN2457, E12GC,16.1,25,8.4,0, 2P3,22, 사내, PE(PRE-ERECTION),20240229,,,, 11일, 도장(Paint),20240305, FPS, 선행도장부선행도장3과,,
 SN2457, E210P,14.5,12.6,6,33, 2B7,5, 사내, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2457, E210S,14.5,12.6,6,32, 2B7,15, 사내, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2457, E240C,16.6,16.4,5.2,26, 2B7,36, 사내, 대조립(ASSEMBLY),20240215,,,, -1일, 선행의장(OUTFITTING),20240222, FC4, 해)선행의장부선행의장3과,,
 SN2457, E310P,14.2,13.7,5.6,40, 2C5,1, 사내, 선행의장(OUTFITTING),20240222,,,, 6일, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2457, E320P,15.9,15.1,5.9,37, 2C4,3, 사내, 선행의장(OUTFITTING),20240226,,,, 6일, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2457, E320S,15.9,12.9,5.9,31, 2C4,1, 사내, 선행의장(OUTFITTING),20240221,,,, 20일, 올리기(BLOCK LIFT UP),20240314,,,,
 SN2457, E350C,13.4,19.1,2.9,53, 2C4,2, 사내, 대조립(ASSEMBLY),20240207,,,, -2일, 선행의장(OUTFITTING),20240221, FC4, 해)선행의장부선행의장3과,,
 SN2457, E370P,16,11.2,5.2,27, 2B1,1, 사내, 대조립(ASSEMBLY),20240219,,,, 0일, 선행의장(OUTFITTING),20240223, FC4, 해)선행의장부선행의장3과,,
 SN2457, E370S,16,9.7,5.2,15, 2B1,1, 사내, 대조립(ASSEMBLY),20240219,,,, 0일, 선행의장(OUTFITTING),20240223, FC4, 해)선행의장부선행의장3과,,
 SN2457, E410P,14.4,16.1,5.2,39, OB,2, 사내, 대조립(ASSEMBLY),20240214,,,, 4일, 선행의장(OUTFITTING),20240227, S1, 전략생산팀(의장그룹)의장3과,,
 SN2457, E450C,13.1,19.2,5.2,44, DK1,1, 사외, 대조립(ASSEMBLY),20240215,,,, 0일, 선행의장(OUTFITTING),20240223, 3I, 선행의장부선행의장2과,,
 SN2457, E510S,12.4,22.7,5.2,46, 53BAY,1, 사내, 대조립(ASSEMBLY),20240216,,,, -1일, 선행의장(OUTFITTING),20240222, 3I, 선행의장부선행의장2과,,
 SN2457, E621S,14.3,10.4,1.3,30, 2B7,4, 사내, 내업의장,20240208,,,, -4일, 대조립(ASSEMBLY),20240219, FB6A, 해)조립부조립3과,,
 SN2457, E622S,15.3,10.4,2.6,10, 2B8,26, 사내, 내업의장,20240215,,,, -4일, 대조립(ASSEMBLY),20240219, FB6A, 해)조립부조립3과,,
 SN2457, F732P,6.5,8.8,3.4,18, 2B7,1, 사내, 중조(MID ASSEMBLY),20240220,,,,, 내업의장,20240221, FC4, 해)선행의장부선행의장3과,,
 SN2457, F732S,6.5,8.4,3.4,15, 2B7,1, 사내, 중조(MID ASSEMBLY),20240220,,,,, 내업의장,20240221, FC4, 해)선행의장부선행의장3과,,
 SN2457, H110S,18.3,14.3,4.7,44, 2B7,1, 사내, 대조립(ASSEMBLY),20240216,,,,, 내업의장,20240308, FC4, 해)선행의장부선행의장3과,,
 SN2457, H111P,18.6,11.4,5.3,51, HSGK,1, 사외, 내업의장,20240126,,,,, 대조립(ASSEMBLY),20240214, FB6A, 해)조립부조립3과,,
 SN2457, H121P,20.3,9.3,5,36, HSG2,1, 사외, 중조(MID ASSEMBLY),20240122,,,,, 내업의장,20240122, FC4, 해)선행의장부선행의장3과,,
 SN2457, H121S,20.3,9.3,5,36, BNG9,1, 사외, 중조(MID ASSEMBLY),20240122,,,,, 내업의장,20240122, FC4, 해)선행의장부선행의장3과,,
 SN2457, H130P,20.5,10.8,4.9,28, HZ05,14, 사내, 중국납품운송(IN),20240216,,,,, TURN OVER,20240227,,,,
 SN2457, H130S,20.5,10.8,4.9,28, HZ05,4, 사내, 중국납품운송(IN),20240216,,,,, TURN OVER,20240227,,,,
 SN2457, H150P,19.3,6.1,3.4,26, HZ02,4, 사내, 중국납품운송(IN),20240216,,,,, TURN OVER,20240229,,,,
 SN2457, H150S,19.3,6.1,3.4,26, HZ02,14, 사내, 중국납품운송(IN),20240216,,,,, TURN OVER,20240229,,,,
 SN2457, H330P,20.4,6.2,2.7,29, HZ05,12, 사내, 중국납품운송(IN),20240215,,,,, TURN OVER,20240229,,,,
 SN2457, H330S,20.4,6.2,2.7,29, HZ05,12, 사내, 중국납품운송(IN),20240215,,,,, TURN OVER,20240229,,,,
 SN2457, S142P,18.8,3.4,2.8,0, 52BAY,1, 사내, 내업의장,20240220, 조립,20240216,20240221,, 중조(MID ASSEMBLY),20240206, 52C, 판넬조립부대조립과,,
 SN2457, S142S,18.8,3.4,2.8,0, 52BAY,1, 사내, 내업의장,20240220, 조립,20240216,20240221,, 중조(MID ASSEMBLY),20240206, 52C, 판넬조립부대조립과,,
 SN2457, S18AP,17.2,1.6,1.8,37, BNG9,1, 사외, 내업의장,20240221,,,,, 중조(MID ASSEMBLY),20240311, 52C, 판넬조립부대조립과,,
 SN2457, S18AS,17.2,1.6,1.8,37, BNG9,1, 사외, 내업의장,20240221,,,,, 중조(MID ASSEMBLY),20240311, 52C, 판넬조립부대조립과,,
 SN2457, S191S,,,,, 판넬조립부, 51BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2457, T150P,31.4,22.8,2,195, HSG2,1, 사외, 중국납품운송(IN),20240201,,,,, 도장(Paint),20240222, GH3, 금강중공업,,
 SN2457, T150S,31.4,21.4,2,175, HSG2,1, 사외, 중국납품운송(IN),20240201,,,,, 도장(Paint),20240222, GH3, 금강중공업,,
 SN2458, F11AP,9.9,4.1,2.5,20, HZ05,15, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240226, 63A, 조립부조립2과,,
 SN2458, F11AS,9.9,4.1,2.5,15, HZ05,15, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240226, 63A, 조립부조립2과,,
 SN2458, T510P,2.4,2.6,3,3, HSG2,1, 사외, TURN OVER,20240124,,,,, PE(PRE-ERECTION),20240221, SSMM, HSG성동조선(2야드),,
 SN2458, T510S,2.4,2.6,3,3, HSG2,1, 사외, TURN OVER,20240124,,,,, PE(PRE-ERECTION),20240221, SSMM, HSG성동조선(2야드),,
 SN2463, A211P,16.1,8.8,5.2,42, HNB,1, 사내, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240216, 3A1, 조립부조립4과,,
 SN2463, A211S,16.1,8.8,5.2,34, HNB,1, 사내, 내업의장,20240215,,,,, 대조립(ASSEMBLY),20240216, 3A1, 조립부조립4과,,
 SN2463, A218C,8.5,9.3,3,89, PS3,8, 사내, 중조(MID ASSEMBLY),20240219,,,,, 대조립(ASSEMBLY),20240216, 3A1, 조립부조립4과,,
 SN2463, B111C,18.2,21.4,2.2,83, 3O,2, 사내, 내업의장,20240215, 조립,20240131,20240131,, 대조립(ASSEMBLY),20240226, 53C, 조립부조립3과,20240213,
 SN2463, B121P,,,,, 판넬조립부, 51BAY,,,, 조립,20240221,20240222,,,,,,,
 SN2463, B121S,,,,, 판넬조립부, 51BAY,,,, 조립,20240222,20240222,,,,,,,
 SN2463, B18AP,17.2,5.6,2.3,31, OFD,1, 사내, 선행중조,20240206,,,,, 중조(MID ASSEMBLY),20240222, 51A, 판넬조립부중조립과,,
 SN2463, B18AS,17.2,5.6,2.3,31, OFD,1, 사내, 선행중조,20240206,,,,, 중조(MID ASSEMBLY),20240222, 51B, 판넬조립부중조립과,,
 SN2463, B191P,19.7,15.9,2.4,71, 3R43,13, 사내, 내업의장,20240214, 선행의장,20240219,20240222,, 대조립(ASSEMBLY),20240221, 52A, 판넬조립부대조립과,,
 SN2463, B191S,19.7,15.9,2.4,64, HSG2,1, 사외, 내업의장,20240219, 선행의장,20240214,20240214,, 대조립(ASSEMBLY),20240221, 52B, 판넬조립부대조립과,,
 SN2463, D291P,11.4,4.3,2,5, HZ05,21, 사내, 내업의장,20240206, 조립,20240123,20240125,, 대조립(ASSEMBLY),20240223, 67A, 조립부조립1과,20240202,
 SN2463, D291S,9.2,4.3,2,4, HZ05,21, 사내, 내업의장,20240206, 조립,20240123,20240125,, 대조립(ASSEMBLY),20240216, 67A, 조립부조립1과,20240202,
 SN2463, D292P,13,4.3,2,7, BNG8,1, 사외, 내업의장,20240206, 조립,20240130,20240130,, 대조립(ASSEMBLY),20240223, 67A, 조립부조립1과,,
 SN2463, D292S,12.6,4.3,2,7, BNG8,1, 사외, 내업의장,20240206, 조립,20240130,20240130,, 대조립(ASSEMBLY),20240216, 67A, 조립부조립1과,,
 SN2463, D293P,11.4,4.3,2,8, BNG8,1, 사외, 내업의장,20240206, 선행의장,20240207,20240207,, 대조립(ASSEMBLY),20240223, 67A, 조립부조립1과,,
 SN2463, D293S,15.8,4.3,2,8, BNG8,1, 사외, 내업의장,20240205, 선행의장,20240207,20240207,, 대조립(ASSEMBLY),20240216, 67A, 조립부조립1과,,
 SN2463, D294P,13,4.3,2,11, HZ05,11, 사내, 내업의장,20240220, 선행의장,20240216,20240219,, 대조립(ASSEMBLY),20240223, 67A, 조립부조립1과,,
 SN2463, E110P,15.9,11.2,7.6,19, PT1A,5, 사내, 도장(Paint),20240227,,,,, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2463, E110S,15.9,11.2,7.6,18, 3L,11, 사내, 도장(Paint),20240227,,,,, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2463, E130C,16,15.9,5.8,9, 3R31,2, 사내, 선행의장(OUTFITTING),20240216,,,,, 도장(Paint),20240223, 3K, 선행도장부선행도장1과,,
 SN2463, E210P,14.5,12.6,6,33, PT3,3, 사내, 도장(Paint),20240227,,,,, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2463, E210S,14.5,12.6,6,32, 3H,7, 사내, 도장(Paint),20240305,,,,, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2463, E310P,14.2,13.7,5.6,40, 2B7,13, 사내, 대조립(ASSEMBLY),20240130,,,,, 선행의장(OUTFITTING),20240221, FC4, 해)선행의장부선행의장3과,,
 SN2463, E310S,14.2,13.7,5.6,42, 2B7,12, 사내, 대조립(ASSEMBLY),20240205,,,,, 선행의장(OUTFITTING),20240221, FC4, 해)선행의장부선행의장3과,,
 SN2463, E320P,15.9,15.1,5.9,37, 2B7,13, 사내, 대조립(ASSEMBLY),20240131,,,,, 선행의장(OUTFITTING),20240221, FC4, 해)선행의장부선행의장3과,,
 SN2463, E320S,15.9,12.9,5.9,31, 2B7,12, 사내, 대조립(ASSEMBLY),20240206,,,,, 선행의장(OUTFITTING),20240221, FC4, 해)선행의장부선행의장3과,,
 SN2463, E410S,14.4,16.1,5.2,36, 2B7,46, 사내, 대조립(ASSEMBLY),20240214,,,,, 선행의장(OUTFITTING),20240226, FC4, 해)선행의장부선행의장3과,,
 SN2463, E420P,15.9,19.8,5.2,69, PT6,41, 사내, 선행의장(OUTFITTING),20240307,,,,, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2463, E420S,15.9,19.8,5.2,54, 2C6,6, 사내, 선행의장(OUTFITTING),20240307,,,,, 올리기(BLOCK LIFT UP),20240312,,,,
 SN2463, E451C,6.4,15.6,1.8,19, 2C9,3, 사내, 내업의장,20240202,,,,, 대조립(ASSEMBLY),20240216, FA3, 해)조립부조립2과,,
 SN2463, E452C,5.2,19.2,2,21, 2B7,56, 사내, 내업의장,20240202,,,,, 대조립(ASSEMBLY),20240216, FA3, 해)조립부조립2과,,
 SN2463, E542P,16.6,3.5,2.5,0, 2C9,4, 사내, 중조(MID ASSEMBLY),20240215,,,,, 대조립(ASSEMBLY),20240305, FB6A, 해)조립부조립3과,,
 SN2463, E542S,16.6,3.5,2.5,0, 2C9,4, 사내, 중조(MID ASSEMBLY),20240215,,,,, 대조립(ASSEMBLY),20240304, FB6B, 해)조립부조립3과,,
 SN2463, E611P,5.9,15.2,2.5,16, VB,7, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240228, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2463, E611S,5.9,15.8,2.5,17, VB,5, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240228, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2463, E621P,14.3,10.4,1.3,30, 2B7,26, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240215, FB6A, 해)조립부조립3과,,
 SN2463, E621S,14.3,10.4,1.3,30, 2B7,26, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240219, FB6B, 해)조립부조립3과,,
 SN2463, E741P,12.4,10,5.2,21, OFD,1, 사내, 내업의장,20240208,,,,, 대조립(ASSEMBLY),20240219, 3A1, 조립부조립3과,,
 SN2463, E741S,12.4,10,5.2,21, OFD,1, 사내, 내업의장,20240207,,,,, 대조립(ASSEMBLY),20240220, 3A1, 조립부조립3과,,
 SN2463, E750P,11.6,18.7,8.2,36, OBI3,2, 사외,,,,,,,,,,,,
 SN2463, E750S,11.6,18.7,8.2,36, OBI3,2, 사외,,,,,,,,,,,,
 SN2463, E75AP,10.9,5.6,2.5,9, OFD,1, 사내, 선행중조,20240206,,,,, 중조(MID ASSEMBLY),20240228, 55A, 조립부조립1과,,
 SN2463, E75AS,10.9,5.6,2.5,9, OFD,1, 사내, 선행중조,20240206,,,,, 중조(MID ASSEMBLY),20240228, 55A, 조립부조립1과,,
 SN2463, E75BP,10.9,4.9,2.5,8, HZ02,5, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240228, 55A, 조립부조립1과,,
 SN2463, E75CP,10.9,4.1,2.5,7, HZ02,5, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240228, 55A, 조립부조립1과,,
 SN2463, E75EP,10.9,4.8,2.6,7, OBI3,2, 사외, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240223, 55A, 조립부조립1과,,
 SN2463, E75ES,10.9,4.8,2.6,7, OBI3,2, 사외, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240223, 55A, 조립부조립1과,,
 SN2463, F52BP,5.5,7.4,1,8, 2B8,6, 사내, 선행중조,20240215,,,,, 중조(MID ASSEMBLY),20240222, FB6A, 해)조립부조립3과,,
 SN2463, H111P,18.6,11.4,5.3,51, DK2,1, 사외, 내업의장,20240201,,,,, 대조립(ASSEMBLY),20240221, 63B, 조립부조립2과,,
 SN2463, H111S,18.6,11.4,5.3,51, HZ05,23, 사내, 내업의장,20240214,,,,, 대조립(ASSEMBLY),20240304, 63B, 조립부조립2과,,
 SN2463, H121P,20.3,9.3,5,36, 62BAY,1, 사내, 중조(MID ASSEMBLY),20240220,,,,, 내업의장,20240222, 3J, 선행의장부선행의장1과,,
 SN2463, H121S,20.3,9.3,5,36, HZ05,13, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240222, 63B, 조립부조립2과,,
 SN2463, S091P,19.9,8.9,2.5,35, 3M,6, 사내, 내업의장,20240229, 조립,20240219,20240220,, 대조립(ASSEMBLY),20240312, 52A, 판넬조립부대조립과,20240306,
 SN2463, S091S,19.9,8.9,2.5,35, 3M,12, 사내, 내업의장,20240229, 조립,20240219,20240220,, 대조립(ASSEMBLY),20240312, 52B, 판넬조립부대조립과,20240306,
 SN2463, S092P,19.9,3.3,1.9,0, 판넬조립부, 52BAY,,,, 조립,20240219,20240221,,,,,,,
 SN2463, S092S,19.9,3.3,1.9,0, 판넬조립부, 52BAY,,,, 조립,20240219,20240221,,,,,,,
 SN2463, S09DP,10.8,3.4,2.7,0, 판넬조립부, 52BAY,,,, 조립,20240214,20240214,,,,,,,
 SN2463, S09DS,10.8,3.4,2.7,0, 판넬조립부, 52BAY,,,, 조립,20240214,20240214,,,,,,,
 SN2464, A21AP,7.4,3.2,2.6,9, RD100,1, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21AS,7.4,3.2,2.6,9, RD100,1, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21BP,8,4.3,2.6,9, PS4,4, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21BS,8,4.3,2.6,9, PS4,4, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21CP,7.9,2.9,2.6,6, PS3,11, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21CS,7.9,2.9,2.6,6, PS3,11, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21DP,8,4.2,2.9,7, PS3,11, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21DS,8,4.2,2.9,7, PS3,11, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21EP,7.4,2.6,2.8,5, PS3,12, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21ES,7.4,2.6,2.8,5, PS3,12, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21FP,8,3.8,2.8,7, PS2,25, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, A21FS,8,3.8,2.8,7, PS2,25, 사내, 선행중조,20240216,,,,, 중조(MID ASSEMBLY),20240227, 67A, 조립부조립1과,,
 SN2464, D39AP,20.2,4.9,2,16, PS3,7, 사내, 선행중조,20240220,,,,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240222,
 SN2464, D39AS,19.2,4.9,2,13, PS3,7, 사내, 선행중조,20240220,,,,, 내업의장,20240221, 3J, 선행의장부선행의장1과,20240222,
 SN2464, E211P,5.7,8,2.8,15, VA,10, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240221, A1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2464, E211S,5.7,8,2.8,15, VA,10, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240219, A3, [가상]전략생산팀(가공그룹)조립3과,,
 SN2464, E212P,6,11.4,3.2,9, VA,9, 사내, 내업의장,20240215,,,,, 대조립(ASSEMBLY),20240221, A1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2464, E212S,6,11.4,3.2,8, VA,9, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240219, A3, [가상]전략생산팀(가공그룹)조립3과,,
 SN2464, E24AP,9.3,4.3,2.5,7, 2C9,4, 사내, 선행중조,20240219,,,,, 중조(MID ASSEMBLY),20240306, FA3, 해)조립부조립2과,,
 SN2464, E24AS,9.3,4.3,2.5,7, 2C9,4, 사내, 선행중조,20240219,,,,, 중조(MID ASSEMBLY),20240306, FA3, 해)조립부조립2과,,
 SN2464, E41BP,5.2,5.8,3.2,6, 2C9,8, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, FB4B, 해)조립부조립2과,,
 SN2464, E41BS,5.2,5.8,3.2,6, 2C9,8, 사내, 선행중조,20240207,,,,, 중조(MID ASSEMBLY),20240227, FB4B, 해)조립부조립2과,,
 SN2464, E424S,3.9,2.7,2.6,3, 2B8,26, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240308, FA6, 해)조립부조립3과,,
 SN2466, E410P,14.4,16.1,5.2,39, HSG2,1, 사외,,,,,,,,,,,,
 SN2474, T12GC,30.6,32.2,2.7,0, 8QA,9, 사내, 올리기(BLOCK LIFT UP),20230825,,,,,,,,,,
 SN2577, F11GC,39.5,21.3,15.2,0, 8QB,1, 사내, 올리기(BLOCK LIFT UP),20230705,,,,,,,,,,
 SN2577, F63GC,10.6,30.8,10.9,0, 8QC,2, 사내, 올리기(BLOCK LIFT UP),20230920,,,,,,,,,,
 SN2578, E31GP,28.8,20.7,12.6,0, 8QB,12, 사내, PE(PRE-ERECTION),20231012,,,,, 올리기(BLOCK LIFT UP),20231012,,,,
 SN2578, E51GP,28.8,22.6,7.8,0, 8QA,12, 사내, 올리기(BLOCK LIFT UP),20231103,,,,,,,,,,
 SN2584, D34GS,51.8,13.4,10.2,0, 3C,7, 사내, 탑재(ERECTION),20231004,,,,,,,,,,
 SN2584, E11GS,51.4,17,8.2,0, 8QC,11, 사내, 올리기(BLOCK LIFT UP),20230728,,,,,,,,,,
 SN2585, A110S,7.9,5.3,11.5,25, HNB,, 사내, 올리기(BLOCK LIFT UP),20230927,,,,,,,,,,
 SN2585, B11GP,20.2,22.9,9.6,, FA,8, 사내,,,,,,,,,,,,
 SN2589, E31GS,28.7,16.8,4.7,, HNB,13, 사내,,,,,,,,,,,,
 SN2589, T15NP,2.6,2.2,0.5,1, 1D,2, 사내, 탑재(ERECTION),20230904,,,,,,,,,,
 SN2589, 28.7*16.8*4.7,10,10,4,, HNB,14, 사내,,,,,,,,,,,,
 SN2590, B20GC,29,38.5,12.7,0, FC,10, 사내, PE(PRE-ERECTION),20240222,,,,, 탑재(ERECTION),20240223, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2590, D370C,11.6,10.2,2.4,20, UC,9, 사내, 내업의장,20240307,,,,, 도장(Paint),20240312, 3K, 선행도장부선행도장1과,,
 SN2590, D561C,8.1,5.8,1.5,8, VB,12, 사내, 내업의장,20240130,,,,, 대조립(ASSEMBLY),20240208, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2590, E11VC,84.9,43,26.4,0, HNA,11, 사내, PE(PRE-ERECTION),20240308,,,,, 탑재(ERECTION),20240308, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2590, E51GP,27.4,14.8,7.1,0, 2B7,21, 사내, PE(PRE-ERECTION),20240208,,,,, 올리기(BLOCK LIFT UP),20240208,,,,
 SN2590, E51GS,27.4,23.7,7.1,0, 2B7,22, 사내, PE(PRE-ERECTION),20240207,,,,, 올리기(BLOCK LIFT UP),20240207,,,,
 SN2590, E530P,15.2,14.1,6.5,33, 2B7,2, 사내, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2590, E530S,15.2,14.1,6.5,33, 3R51,3, 사내, 도장(Paint),20240226,,,, 4일, 올리기(BLOCK LIFT UP),20240227,,,,
 SN2590, E540P,15,14,3.4,33, 2B7,15, 사내, 올리기(BLOCK LIFT UP),20240220,,,,,,,,,,
 SN2590, E540S,15,14,3.4,33, 2B7,5, 사내, 올리기(BLOCK LIFT UP),20240220, 도장,20240206,20240206,,,,,,,
 SN2590, E560C,10.3,17.6,7.2,26, S2,6, 사내, 선행의장(OUTFITTING),20240220,,,, 4일, 도장(Paint),20240227, 3K, 선행도장부선행도장1과,,
 SN2590, E61GP,27.8,14,6.9,0, HB,3, 사내, INSULATION,20240219, 도장,20240219,20240219, 3일, 올리기(BLOCK LIFT UP),20240226,,,,
 SN2590, E61GS,27.8,14,6.9,0, 3K,4, 사내, 도장(Paint),20240229,,,, 6일, INSULATION,20240229, S1,,,
 SN2590, E64GC,27.8,14.5,6.9,0, 2B7,32, 사내, PE(PRE-ERECTION),20240226,,,, 4일, 올리기(BLOCK LIFT UP),20240227, 5Q, 전략생산팀(건조그룹)건조1과,,
 SN2590, E660C,10.2,17.1,5.5,35, UC,17, 사내, 선행의장(OUTFITTING),20240216,,,, 3일, 도장(Paint),20240226, H, 선행도장부선행도장2과,,
 SN2590, F11GC,17.6,15.7,9.8,0, DB,1, 사내, PE(PRE-ERECTION),20240216,,,, -1일, 도장(Paint),20240222, 3K, 선행도장부선행도장1과,,
